transaction_id,date,user_id,montant,statut,categorie
TXN000034,2024-01-16,USER0204,1147.19,completed,alimentation
TXN000035,2024-03-14,USER0983,895.04,pending,alimentation
TXN000036,2024-02-23,USER0528,78.99,completed,electronique
TXN000037,2024-02-07,USER0363,699.6,completed,electronique
TXN000038,2024-03-04,USER0204,883.26,completed,transport
TXN000039,2024-03-17,USER0117,1181.08,completed,alimentation
TXN000040,2024-01-23,USER0225,186.97,completed,transport
TXN000041,2024-01-06,USER0974,381.91,completed,alimentation
TXN000042,2024-01-20,USER0499,877.39,completed,electronique
TXN000043,2024-02-07,USER0304,232.05,cancelled,transport
TXN000044,2024-03-11,USER0460,234.48,completed,transport
TXN000045,2024-03-09,USER0029,704.33,completed,loisirs
TXN000046,2024-01-17,USER0223,826.49,failed,transport
TXN000047,2024-01-15,USER0927,1703.25,completed,vetements
TXN000048,2024-01-13,USER0321,1083.07,completed,transport
TXN000049,2024-01-05,USER0169,692.58,completed,vetements
TXN000050,2024-03-27,USER0419,598.63,completed,alimentation
TXN000051,2024-03-27,USER0238,423.18,completed,transport
TXN000052,2024-02-04,USER0120,1435.31,completed,loisirs
TXN000053,2024-01-21,USER0704,1285.41,cancelled,vetements
TXN000054,2024-03-25,USER0015,1850.14,completed,electronique
TXN000055,2024-01-17,USER0800,106.44,completed,transport
TXN000056,2024-02-04,USER0318,1617.34,completed,transport
TXN000057,2024-02-11,USER0810,1518.34,completed,transport
TXN000058,2024-03-24,USER0622,735.59,completed,electronique
TXN000059,2024-02-15,USER0073,92.58,completed,loisirs
TXN000060,2024-03-19,USER0199,1520.51,completed,alimentation
TXN000061,2024-03-27,USER0403,63.64,completed,loisirs
TXN000062,2024-01-29,USER0880,1624.78,completed,vetements
TXN000063,2024-02-05,USER0002,375.52,completed,transport
TXN000064,2024-01-13,USER0506,748.01,completed,electronique
TXN000065,2024-03-14,USER0995,948.04,completed,alimentation
TXN000066,2024-02-14,USER0074,172.52,pending,loisirs
TXN000067,2024-03-07,USER0116,66.5,completed,vetements
TXN000068,2024-03-29,USER0338,710.54,completed,vetements
TXN000069,2024-03-11,USER0832,1100.64,completed,transport
TXN000070,2024-03-03,USER0624,787.6,completed,vetements
TXN000071,2024-03-05,USER0347,1968.1,completed,vetements
TXN000072,2024-01-22,USER0384,539.59,cancelled,transport
TXN000073,2024-03-06,USER0317,1106.91,completed,vetements
TXN000074,2024-01-20,USER0206,549.49,completed,transport
TXN000075,2024-02-29,USER0748,812.45,completed,electronique
TXN000076,2024-03-25,USER0441,323.76,completed,loisirs
TXN000077,2024-03-25,USER0436,1873.15,completed,alimentation
TXN000078,2024-01-09,USER0246,1946.75,completed,transport
TXN000079,2024-01-12,USER0228,1104.64,completed,alimentation
TXN000080,2024-03-21,USER0553,794.55,completed,electronique
TXN000081,2024-02-18,USER0937,1796.58,pending,transport
TXN000082,2024-03-07,USER0379,706.23,completed,alimentation
TXN000083,2024-03-22,USER0572,1948.64,completed,alimentation
TXN000084,2024-03-04,USER0991,751.46,completed,electronique
TXN000085,2024-03-07,USER0077,1110.52,completed,loisirs
TXN000086,2024-02-23,USER0656,660.23,completed,vetements
TXN000087,2024-03-13,USER0280,732.31,completed,electronique
TXN000088,2024-03-11,USER0438,981.91,completed,vetements
TXN000089,2024-03-08,USER0682,301.33,completed,loisirs
TXN000090,2024-02-25,USER0513,849.13,completed,transport
TXN000091,2024-03-29,USER0437,1764.95,completed,alimentation
TXN000092,2024-02-18,USER0247,1746.92,completed,loisirs
TXN000093,2024-02-03,USER0814,1684.1,completed,vetements
TXN000094,2024-02-12,USER0239,1521.43,completed,loisirs
TXN000095,2024-02-23,USER0572,613.71,completed,vetements
TXN000096,2024-02-21,USER0192,1313.24,completed,electronique
TXN000097,2024-03-24,USER0204,1308.07,completed,electronique
TXN000098,2024-03-15,USER0092,580.72,completed,vetements
TXN000099,2024-02-09,USER0505,982.89,pending,loisirs
TXN000100,2024-03-10,USER0140,433.61,completed,loisirs
TXN000101,2024-01-17,USER0844,282.87,completed,vetements
TXN000102,2024-03-30,USER0935,1638.4,completed,electronique
TXN000103,2024-02-27,USER0536,438.73,completed,electronique
TXN000104,2024-01-16,USER0915,1356.22,completed,alimentation
TXN000105,2024-01-29,USER0185,1425.93,failed,alimentation
TXN000106,2024-03-20,USER0632,1647.56,completed,loisirs
TXN000107,2024-01-16,USER0847,537.36,completed,transport
TXN000108,2024-02-15,USER0336,1812.17,completed,electronique
TXN000109,2024-01-01,USER0190,478.23,completed,transport
TXN000110,2024-02-14,USER0245,333.33,completed,electronique
TXN000111,2024-02-17,USER0632,774.13,completed,alimentation
TXN000112,2024-03-01,USER0798,1841.53,completed,loisirs
TXN000113,2024-03-01,USER0264,1933.07,completed,transport
TXN000114,2024-02-09,USER0001,1108.44,completed,alimentation
TXN000115,2024-03-18,USER0687,1152.82,completed,transport
TXN000116,2024-01-27,USER0066,1566.97,completed,alimentation
TXN000117,2024-02-04,USER0268,1724.61,completed,alimentation
TXN000118,2024-02-01,USER0022,1992.37,completed,alimentation
TXN000119,2024-01-08,USER0813,530.36,completed,loisirs
TXN000120,2024-03-22,USER0172,942.61,completed,vetements
TXN000121,2024-01-14,USER0811,290.46,completed,loisirs
TXN000122,2024-03-19,USER0248,529.29,completed,vetements
TXN000123,2024-02-16,USER0902,1135.01,completed,alimentation
TXN000124,2024-01-07,USER0913,1113.88,completed,loisirs
TXN000125,2024-03-15,USER0067,1212.49,completed,loisirs
TXN000126,2024-03-30,USER0807,418.03,completed,transport
TXN000127,2024-03-14,USER0904,1096.9,completed,vetements
TXN000128,2024-01-31,USER0828,1170.75,completed,vetements
TXN000129,2024-03-03,USER0207,1969.16,completed,loisirs
TXN000130,2024-03-23,USER0390,367.1,completed,loisirs
TXN000131,2024-03-01,USER0291,902.67,completed,transport
TXN000132,2024-02-15,USER0648,1579.26,completed,vetements
TXN000133,2024-02-20,USER0504,1187.06,completed,transport
TXN000134,2024-03-22,USER0943,1829.17,completed,alimentation
TXN000135,2024-02-09,USER0012,974.9,completed,transport
TXN000136,2024-01-16,USER0579,637.9,completed,electronique
TXN000137,2024-02-20,USER0120,1709.61,completed,electronique
TXN000138,2024-03-09,USER0688,292.39,completed,alimentation
TXN000139,2024-03-07,USER0205,1946.03,completed,alimentation
TXN000140,2024-03-07,USER0313,853.98,completed,vetements
TXN000141,2024-01-14,USER0402,465.05,completed,vetements
TXN000142,2024-03-12,USER0043,1047.57,completed,transport
TXN000143,2024-02-08,USER0820,1298.74,completed,alimentation
TXN000144,2024-01-03,USER0195,1328.76,completed,loisirs
TXN000145,2024-02-18,USER0441,76.47,completed,transport
TXN000146,2024-03-28,USER0774,398.4,completed,vetements
TXN000147,2024-03-13,USER0507,1374.92,cancelled,electronique
TXN000148,2024-01-20,USER0942,614.4,pending,alimentation
TXN000149,2024-03-27,USER0731,836.24,completed,alimentation
TXN000150,2024-03-15,USER0812,1463.81,completed,electronique
TXN000151,2024-03-15,USER0649,1211.87,pending,vetements
TXN000152,2024-02-18,USER0392,1021.51,completed,transport
TXN000153,2024-03-16,USER0733,303.28,completed,alimentation
TXN000154,2024-02-07,USER0849,1111.56,completed,electronique
TXN000155,2024-01-23,USER0294,850.08,completed,transport
TXN000156,2024-01-29,USER0324,749.5,completed,vetements
TXN000157,2024-01-07,USER0572,1579.64,completed,electronique
TXN000158,2024-03-18,USER0674,983.76,completed,transport
TXN000159,2024-02-27,USER0516,1542.95,pending,transport
TXN000160,2024-01-11,USER0653,1372.64,completed,electronique
TXN000161,2024-01-23,USER0244,1830.03,completed,electronique
TXN000162,2024-01-29,USER1000,1659.75,cancelled,electronique
TXN000163,2024-01-14,USER0916,648.45,pending,electronique
TXN000164,2024-03-09,USER0875,1846.01,completed,alimentation
TXN000165,2024-02-18,USER0967,1891.74,completed,alimentation
TXN000166,2024-01-30,USER0442,1054.0,completed,electronique
TXN000167,2024-01-18,USER0381,251.85,completed,transport
TXN000168,2024-01-07,USER0139,809.16,completed,loisirs
TXN000169,2024-03-28,USER0379,912.85,completed,transport
TXN000170,2024-01-06,USER0998,1742.87,completed,vetements
TXN000171,2024-02-14,USER0459,242.91,completed,vetements
TXN000172,2024-01-16,USER0546,1843.29,completed,vetements
TXN000173,2024-03-18,USER0188,522.98,completed,vetements
TXN000174,2024-01-13,USER0205,1046.35,completed,vetements
TXN000175,2024-03-02,USER0737,455.86,failed,alimentation
TXN000176,2024-01-30,USER0222,1162.08,completed,transport
TXN000177,2024-03-08,USER0102,1776.4,failed,transport
TXN000178,2024-02-22,USER0489,779.63,completed,vetements
TXN000179,2024-03-18,USER0051,966.21,completed,transport
TXN000180,2024-02-24,USER0460,1360.15,completed,electronique
TXN000181,2024-02-19,USER0368,1715.83,completed,loisirs
TXN000182,2024-01-28,USER0640,1201.9,completed,transport
TXN000183,2024-03-23,USER0367,699.55,completed,vetements
TXN000184,2024-02-07,USER0961,832.03,completed,electronique
TXN000185,2024-02-29,USER0122,1027.26,pending,electronique
TXN000186,2024-03-16,USER0304,742.2,completed,alimentation
TXN000187,2024-01-02,USER0421,354.33,completed,loisirs
TXN000188,2024-01-31,USER0452,426.59,completed,transport
TXN000189,2024-02-17,USER0331,1412.24,completed,transport
TXN000190,2024-03-10,USER0900,1286.26,completed,vetements
TXN000191,2024-02-09,USER0293,1706.71,completed,transport
TXN000192,2024-03-16,USER0933,1725.4,completed,transport
TXN000193,2024-01-07,USER0666,1840.61,completed,transport
TXN000194,2024-03-22,USER0935,34.89,completed,loisirs
TXN000195,2024-01-25,USER0991,1484.07,completed,electronique
TXN000196,2024-01-17,USER0165,103.92,completed,alimentation
TXN000197,2024-01-28,USER0142,476.8,completed,transport
TXN000198,2024-02-12,USER0678,1448.17,completed,transport
TXN000199,2024-01-25,USER0956,344.73,completed,electronique
TXN000200,2024-01-14,USER0562,1922.69,pending,electronique
TXN000201,2024-03-10,USER0722,920.72,pending,transport
TXN000202,2024-02-01,USER0590,1385.62,pending,vetements
TXN000203,2024-01-18,USER0426,564.36,completed,transport
TXN000204,2024-01-29,USER0291,559.32,completed,electronique
TXN000205,2024-03-14,USER0588,727.68,completed,alimentation
TXN000206,2024-01-05,USER0585,1060.08,completed,electronique
TXN000207,2024-03-03,USER0797,703.93,completed,transport
TXN000208,2024-02-27,USER0952,1354.38,completed,vetements
TXN000209,2024-02-10,USER0217,476.6,completed,transport
TXN000210,2024-02-04,USER0077,1913.47,completed,vetements
TXN000211,2024-02-02,USER0155,1460.56,completed,alimentation
TXN000212,2024-02-04,USER0186,1311.73,completed,transport
TXN000213,2024-02-11,USER0862,359.76,completed,alimentation
TXN000214,2024-01-03,USER0615,745.9,completed,transport
TXN000215,2024-01-22,USER0476,455.1,pending,transport
TXN000216,2024-02-29,USER0405,1177.11,completed,transport
TXN000217,2024-03-23,USER0324,954.22,completed,vetements
TXN000218,2024-02-16,USER0359,294.06,failed,alimentation
TXN000219,2024-01-03,USER0093,935.35,completed,vetements
TXN000220,2024-01-22,USER0296,1370.33,completed,loisirs
TXN000221,2024-02-24,USER0745,1075.58,completed,loisirs
TXN000222,2024-02-22,USER0357,15.6,completed,transport
TXN000223,2024-02-19,USER0283,1269.71,failed,alimentation
TXN000224,2024-02-01,USER0840,950.94,pending,loisirs
TXN000225,2024-01-28,USER0564,353.53,completed,transport
TXN000226,2024-02-25,USER0339,559.53,completed,transport
TXN000227,2024-01-21,USER0469,1466.28,completed,transport
TXN000228,2024-03-18,USER0163,740.54,completed,vetements
TXN000229,2024-01-09,USER0683,481.53,completed,electronique
TXN000230,2024-02-26,USER0472,1620.93,pending,transport
TXN000231,2024-01-31,USER0916,1737.39,completed,vetements
TXN000232,2024-02-27,USER0570,1731.78,cancelled,transport
TXN000233,2024-03-24,USER0378,264.43,pending,transport
TXN000234,2024-02-09,USER0035,641.4,pending,transport
TXN000235,2024-01-15,USER0637,1948.98,completed,transport
TXN000236,2024-01-20,USER0636,1987.64,completed,vetements
TXN000237,2024-03-21,USER0880,1710.25,completed,transport
TXN000238,2024-02-25,USER0169,1665.41,completed,alimentation
TXN000239,2024-02-18,USER0230,519.65,completed,loisirs
TXN000240,2024-01-30,USER0475,1991.86,completed,vetements
TXN000241,2024-02-25,USER0575,952.26,completed,vetements
TXN000242,2024-03-12,USER0189,1804.4,completed,electronique
TXN000243,2024-01-24,USER0740,996.51,completed,vetements
TXN000244,2024-03-10,USER0199,766.82,failed,electronique
TXN000245,2024-03-14,USER0568,1180.16,completed,electronique
TXN000246,2024-01-20,USER0206,1837.04,failed,loisirs
TXN000247,2024-03-23,USER0898,1864.51,completed,vetements
TXN000248,2024-03-11,USER0977,1904.22,completed,vetements
TXN000249,2024-01-26,USER0346,1038.73,completed,electronique
TXN000250,2024-01-21,USER0100,674.45,completed,alimentation
TXN000251,2024-02-16,USER0280,1754.21,failed,transport
TXN000252,2024-02-15,USER0586,1071.62,failed,loisirs
TXN000253,2024-01-08,USER0052,1382.21,completed,vetements
TXN000254,2024-02-18,USER0332,220.58,completed,electronique
TXN000255,2024-01-19,USER0891,43.31,completed,electronique
TXN000256,2024-03-19,USER0621,891.03,completed,vetements
TXN000257,2024-01-28,USER0202,262.97,completed,alimentation
TXN000258,2024-02-29,USER0522,1113.79,completed,loisirs
TXN000259,2024-01-19,USER0909,1477.83,completed,vetements
TXN000260,2024-03-15,USER0449,1402.2,completed,electronique
TXN000261,2024-01-14,USER0413,1083.48,pending,electronique
TXN000262,2024-02-07,USER0428,928.19,cancelled,transport
TXN000263,2024-02-19,USER0640,299.4,completed,alimentation
TXN000264,2024-02-24,USER0904,561.35,completed,electronique
TXN000265,2024-03-26,USER0656,1158.72,completed,transport
TXN000266,2024-02-02,USER0259,1736.84,completed,loisirs
TXN000267,2024-01-29,USER0230,256.65,completed,transport
TXN000268,2024-03-25,USER0883,1464.75,completed,transport
TXN000269,2024-03-19,USER0735,1691.83,completed,transport
TXN000270,2024-03-11,USER0647,1640.36,completed,electronique
TXN000271,2024-03-22,USER0792,1240.88,completed,transport
TXN000272,2024-02-01,USER0540,877.46,cancelled,electronique
TXN000273,2024-02-21,USER0641,1712.7,cancelled,electronique
TXN000274,2024-02-15,USER0505,260.6,completed,loisirs
TXN000275,2024-03-08,USER0023,285.2,completed,loisirs
TXN000276,2024-03-27,USER0815,453.02,completed,electronique
TXN000277,2024-03-08,USER0458,341.62,completed,transport
TXN000278,2024-01-08,USER0302,1208.7,completed,alimentation
TXN000279,2024-03-10,USER0929,221.38,completed,transport
TXN000280,2024-01-08,USER0393,450.9,completed,loisirs
TXN000281,2024-03-19,USER0899,1707.29,completed,transport
TXN000282,2024-02-13,USER0357,948.58,completed,transport
TXN000283,2024-02-06,USER0882,1872.12,completed,vetements
TXN000284,2024-03-07,USER0510,1964.34,completed,electronique
TXN000285,2024-01-13,USER0059,1908.18,completed,electronique
TXN000286,2024-03-13,USER0273,1430.26,cancelled,vetements
TXN000287,2024-01-25,USER0967,353.0,completed,alimentation
TXN000288,2024-03-29,USER0055,1744.81,completed,electronique
TXN000289,2024-02-04,USER0357,1609.76,completed,transport
TXN000290,2024-03-03,USER0238,928.59,pending,alimentation
TXN000291,2024-01-14,USER0630,678.55,completed,electronique
TXN000292,2024-02-01,USER0466,372.1,completed,alimentation
TXN000293,2024-01-06,USER0019,1371.61,completed,loisirs
TXN000294,2024-02-26,USER0370,1415.74,pending,vetements
TXN000295,2024-01-25,USER0990,574.26,pending,electronique
TXN000296,2024-02-02,USER0424,1741.18,completed,electronique
TXN000297,2024-01-26,USER0303,1780.5,completed,alimentation
TXN000298,2024-01-13,USER0119,1188.72,completed,vetements
TXN000299,2024-03-27,USER0298,1532.8,completed,transport
TXN000300,2024-02-21,USER0945,1264.71,completed,electronique
TXN000301,2024-02-19,USER0914,496.78,completed,loisirs
TXN000302,2024-03-01,USER0693,1353.7,completed,transport
TXN000303,2024-02-12,USER0301,1384.63,failed,transport
TXN000304,2024-02-17,USER0735,1001.75,completed,transport
TXN000305,2024-01-05,USER0679,1274.83,completed,loisirs
TXN000306,2024-02-11,USER0686,1681.59,completed,vetements
TXN000307,2024-02-17,USER0721,11.06,completed,alimentation
TXN000308,2024-03-06,USER0816,929.85,completed,vetements
TXN000309,2024-03-01,USER0761,420.13,completed,transport
TXN000310,2024-01-02,USER0392,773.91,completed,transport
TXN000311,2024-02-26,USER0461,1563.81,completed,electronique
TXN000312,2024-03-31,USER0794,433.92,cancelled,vetements
TXN000313,2024-02-29,USER0178,580.95,completed,loisirs
TXN000314,2024-01-04,USER0472,364.0,completed,alimentation
TXN000315,2024-02-23,USER0738,1746.35,completed,transport
TXN000316,2024-02-01,USER0880,302.78,cancelled,transport
TXN000317,2024-03-16,USER0387,1952.93,completed,electronique
TXN000318,2024-03-21,USER0509,802.57,pending,vetements
TXN000319,2024-03-25,USER0119,45.42,completed,transport
TXN000320,2024-01-08,USER0925,835.37,completed,alimentation
TXN000321,2024-03-02,USER0777,166.9,completed,loisirs
TXN000322,2024-03-05,USER0392,1357.67,completed,transport
TXN000323,2024-01-19,USER0612,1087.63,completed,loisirs
TXN000324,2024-03-07,USER0295,586.42,completed,transport
TXN000325,2024-03-20,USER0327,1738.34,completed,electronique
TXN000326,2024-01-08,USER0017,1820.75,completed,alimentation
TXN000327,2024-01-31,USER0560,706.18,completed,electronique
TXN000328,2024-03-15,USER0949,1513.54,completed,electronique
TXN000329,2024-01-07,USER0471,269.69,completed,alimentation
TXN000330,2024-02-18,USER0692,216.71,completed,loisirs
TXN000331,2024-02-11,USER0493,58.65,failed,electronique
TXN000332,2024-01-29,USER0013,306.56,completed,vetements
TXN000333,2024-01-14,USER0541,254.81,completed,electronique
TXN000334,2024-01-26,USER0754,1837.27,completed,transport
TXN000335,2024-01-22,USER0061,1635.21,completed,vetements
TXN000336,2024-03-21,USER0119,221.73,completed,electronique
TXN000337,2024-01-31,USER0905,680.52,completed,transport
TXN000338,2024-03-04,USER0685,1682.48,completed,vetements
TXN000339,2024-03-01,USER0126,528.78,completed,alimentation
TXN000340,2024-03-27,USER0491,1092.63,completed,loisirs
TXN000341,2024-02-10,USER0312,176.72,completed,transport
TXN000342,2024-01-13,USER0401,1899.85,failed,vetements
TXN000343,2024-03-04,USER0988,1989.59,completed,alimentation
TXN000344,2024-01-18,USER0790,86.75,pending,transport
TXN000345,2024-03-26,USER0561,737.42,completed,electronique
TXN000346,2024-03-25,USER0348,801.48,completed,vetements
TXN000347,2024-03-09,USER0708,112.58,completed,alimentation
TXN000348,2024-01-04,USER0914,454.2,completed,vetements
TXN000349,2024-02-08,USER0139,1895.08,completed,alimentation
TXN000350,2024-02-16,USER0374,1979.52,completed,transport
TXN000351,2024-01-01,USER0363,726.55,failed,electronique
TXN000352,2024-02-09,USER0095,1706.17,completed,vetements
TXN000353,2024-01-27,USER0881,726.84,completed,electronique
TXN000354,2024-01-25,USER0151,1368.49,completed,loisirs
TXN000355,2024-01-23,USER0737,1509.77,completed,vetements
TXN000356,2024-03-22,USER0109,1966.68,completed,transport
TXN000357,2024-01-14,USER0944,362.24,completed,alimentation
TXN000358,2024-01-30,USER0464,831.63,completed,electronique
TXN000359,2024-03-10,USER0061,213.07,cancelled,transport
TXN000360,2024-03-25,USER0114,1758.31,completed,electronique
TXN000361,2024-02-26,USER0834,1897.61,completed,loisirs
TXN000362,2024-03-10,USER0643,541.98,pending,loisirs
TXN000363,2024-02-19,USER0865,418.75,completed,transport
TXN000364,2024-03-28,USER0669,1479.43,completed,electronique
TXN000365,2024-02-20,USER0117,370.63,pending,vetements
TXN000366,2024-01-12,USER0647,167.31,completed,electronique
TXN000367,2024-03-01,USER0982,310.6,completed,electronique
TXN000368,2024-02-11,USER0384,1191.27,completed,vetements
TXN000369,2024-01-29,USER0005,759.33,completed,vetements
TXN000370,2024-03-21,USER0625,1274.84,pending,loisirs
TXN000371,2024-01-30,USER0612,1375.8,completed,loisirs
TXN000372,2024-02-28,USER0481,874.42,completed,alimentation
TXN000373,2024-02-19,USER0694,609.51,pending,vetements
TXN000374,2024-01-09,USER0563,844.98,completed,loisirs
TXN000375,2024-01-01,USER0814,1640.89,completed,vetements
TXN000376,2024-02-16,USER0395,53.13,completed,loisirs
TXN000377,2024-03-09,USER0486,1433.63,completed,vetements
TXN000378,2024-01-17,USER0950,27.08,completed,transport
TXN000379,2024-02-13,USER0166,1794.68,completed,alimentation
TXN000380,2024-03-05,USER0233,117.79,completed,electronique
TXN000381,2024-02-04,USER0069,1218.73,completed,alimentation
TXN000382,2024-01-03,USER0087,1866.73,completed,transport
TXN000383,2024-01-05,USER0472,1742.23,completed,vetements
TXN000384,2024-03-20,USER0937,1582.75,completed,electronique
TXN000385,2024-01-27,USER0582,740.66,completed,electronique
TXN000386,2024-01-18,USER0248,50.18,completed,electronique
TXN000387,2024-03-20,USER0778,1587.28,completed,alimentation
TXN000388,2024-01-09,USER0053,188.75,completed,alimentation
TXN000389,2024-02-09,USER0061,649.96,completed,transport
TXN000390,2024-02-09,USER0342,1653.99,completed,loisirs
TXN000391,2024-01-30,USER0546,510.16,completed,electronique
TXN000392,2024-02-24,USER0951,1588.78,completed,alimentation
TXN000393,2024-02-23,USER0291,1013.34,pending,electronique
TXN000394,2024-03-10,USER0978,212.76,completed,transport
TXN000395,2024-01-18,USER0365,985.38,completed,transport
TXN000396,2024-01-13,USER0551,750.28,pending,electronique
TXN000397,2024-01-17,USER0362,47.85,completed,alimentation
TXN000398,2024-03-05,USER0580,850.6,pending,alimentation
TXN000399,2024-01-08,USER0793,945.53,completed,transport
TXN000400,2024-02-07,USER0450,531.94,completed,loisirs
TXN000401,2024-01-26,USER0095,1428.36,completed,loisirs
TXN000402,2024-01-14,USER0958,1840.71,completed,alimentation
TXN000403,2024-03-19,USER0647,788.94,completed,vetements
TXN000404,2024-01-01,USER0874,629.7,pending,loisirs
TXN000405,2024-01-07,USER0816,908.04,completed,loisirs
TXN000406,2024-03-11,USER0316,43.14,completed,alimentation
TXN000407,2024-03-22,USER0332,1740.41,completed,vetements
TXN000408,2024-01-14,USER0444,1099.48,completed,loisirs
TXN000409,2024-01-28,USER0749,743.81,completed,loisirs
TXN000410,2024-01-31,USER0673,1033.01,completed,transport
TXN000411,2024-01-30,USER0219,1594.79,completed,electronique
TXN000412,2024-02-21,USER0622,1199.4,completed,alimentation
TXN000413,2024-01-26,USER0269,1680.46,completed,loisirs
TXN000414,2024-03-13,USER0377,1322.53,completed,loisirs
TXN000415,2024-01-10,USER0960,278.36,completed,transport
TXN000416,2024-02-21,USER0211,1381.08,completed,alimentation
TXN000417,2024-01-27,USER0697,1695.53,completed,vetements
TXN000418,2024-02-16,USER0658,1374.48,completed,vetements
TXN000419,2024-01-04,USER0133,682.31,completed,alimentation
TXN000420,2024-02-10,USER0346,1240.26,completed,vetements
TXN000421,2024-02-04,USER0015,22.84,completed,electronique
TXN000422,2024-02-19,USER0770,1591.19,completed,electronique
TXN000423,2024-03-13,USER0729,1618.82,completed,transport
TXN000424,2024-03-28,USER0661,1024.1,pending,electronique
TXN000425,2024-03-17,USER0408,1368.28,completed,vetements
TXN000426,2024-02-13,USER0409,521.71,completed,transport
TXN000427,2024-01-15,USER0008,808.83,completed,vetements
TXN000428,2024-01-22,USER0422,1587.95,completed,electronique
TXN000429,2024-02-27,USER0464,490.06,pending,loisirs
TXN000430,2024-03-20,USER0191,1992.44,pending,alimentation
TXN000431,2024-03-04,USER0941,1016.59,failed,transport
TXN000432,2024-03-08,USER0315,1982.38,completed,transport
TXN000433,2024-03-28,USER0417,898.79,completed,loisirs
TXN000434,2024-03-14,USER0791,1707.38,completed,vetements
TXN000435,2024-01-31,USER0799,1759.4,completed,vetements
TXN000436,2024-03-17,USER0545,890.67,completed,transport
TXN000437,2024-03-07,USER0261,1910.29,completed,electronique
TXN000438,2024-03-31,USER0166,532.66,completed,alimentation
TXN000439,2024-01-26,USER0919,1268.84,completed,alimentation
TXN000440,2024-01-31,USER0485,873.94,completed,electronique
TXN000441,2024-01-05,USER0921,119.9,completed,alimentation
TXN000442,2024-01-08,USER0488,1344.2,completed,electronique
TXN000443,2024-03-09,USER0617,1879.06,completed,transport
TXN000444,2024-03-27,USER0048,515.97,completed,alimentation
TXN000445,2024-02-24,USER0016,533.03,completed,vetements
TXN000446,2024-02-23,USER0592,211.84,failed,loisirs
TXN000447,2024-02-09,USER0002,165.83,failed,transport
TXN000448,2024-02-05,USER0762,223.32,completed,transport
TXN000449,2024-03-17,USER0835,173.47,completed,transport
TXN000450,2024-01-22,USER0407,530.87,completed,vetements
TXN000451,2024-03-02,USER0562,818.97,completed,transport
TXN000452,2024-03-29,USER0017,478.4,completed,transport
TXN000453,2024-03-29,USER0409,1539.15,cancelled,alimentation
TXN000454,2024-01-13,USER0144,873.52,completed,transport
TXN000455,2024-03-07,USER0034,1875.65,completed,alimentation
TXN000456,2024-03-20,USER0254,830.63,completed,electronique
TXN000457,2024-01-03,USER0843,1008.53,completed,transport
TXN000458,2024-03-03,USER0348,703.91,completed,vetements
TXN000459,2024-01-16,USER0038,107.01,completed,alimentation
TXN000460,2024-02-04,USER0347,1660.97,completed,transport
TXN000461,2024-02-05,USER0729,791.12,completed,electronique
TXN000462,2024-01-29,USER0111,1170.18,pending,vetements
TXN000463,2024-02-19,USER0659,676.37,completed,transport
TXN000464,2024-01-21,USER0740,600.02,pending,vetements
TXN000465,2024-01-27,USER0156,1343.91,completed,loisirs
TXN000466,2024-01-20,USER0135,675.95,completed,alimentation
TXN000467,2024-02-14,USER0807,274.2,completed,electronique
TXN000468,2024-02-26,USER0069,931.08,completed,electronique
TXN000469,2024-02-29,USER0989,1541.63,cancelled,electronique
TXN000470,2024-01-31,USER0067,1182.91,completed,transport
TXN000471,2024-02-11,USER0615,1762.72,completed,electronique
