transaction_id,date,user_id,montant,statut,categorie
TXN000088,2024-01-09,USER0308,283.53,completed,vetements
TXN000089,2024-01-22,USER0568,1721.15,completed,loisirs
TXN000090,2024-03-04,USER0507,538.72,completed,loisirs
TXN000091,2024-03-21,USER0372,880.79,completed,vetements
TXN000092,2024-02-19,USER0727,1305.52,completed,loisirs
TXN000093,2024-01-26,USER0716,955.88,pending,alimentation
TXN000094,2024-02-24,USER0402,436.15,pending,loisirs
TXN000095,2024-02-16,USER0184,1469.71,completed,vetements
TXN000096,2024-02-09,USER0981,1219.85,completed,transport
TXN000097,2024-03-22,USER0927,888.04,completed,vetements
TXN000098,2024-01-30,USER0505,1645.57,completed,loisirs
TXN000099,2024-03-14,USER0700,437.45,completed,alimentation
TXN000100,2024-03-31,USER0534,1814.98,completed,alimentation
TXN000101,2024-02-17,USER0482,1582.74,completed,alimentation
TXN000102,2024-02-18,USER0398,1718.54,completed,alimentation
TXN000103,2024-03-12,USER0976,500.63,completed,electronique
TXN000104,2024-03-28,USER0700,1338.96,completed,alimentation
TXN000105,2024-02-17,USER0295,1524.54,completed,transport
TXN000106,2024-02-28,USER0313,842.25,completed,loisirs
TXN000107,2024-01-31,USER0678,73.77,completed,transport
TXN000108,2024-03-12,USER0422,1764.69,completed,transport
TXN000109,2024-03-16,USER0834,247.6,completed,loisirs
TXN000110,2024-02-17,USER0981,1618.28,completed,vetements
TXN000111,2024-02-09,USER0080,906.55,completed,loisirs
TXN000112,2024-02-12,USER0812,378.11,completed,electronique
TXN000113,2024-03-21,USER0231,1092.85,completed,vetements
TXN000114,2024-01-25,USER0121,1381.68,completed,electronique
TXN000115,2024-01-11,USER0010,887.53,completed,vetements
TXN000116,2024-02-29,USER0086,1148.71,completed,transport
TXN000117,2024-01-17,USER0276,1354.58,failed,transport
TXN000118,2024-02-20,USER0349,1425.05,completed,transport
TXN000119,2024-03-27,USER0963,1905.02,completed,alimentation
TXN000120,2024-01-31,USER0465,1896.44,completed,vetements
TXN000121,2024-01-25,USER0524,1641.91,completed,electronique
TXN000122,2024-01-12,USER0593,248.02,completed,alimentation
TXN000123,2024-01-08,USER0962,895.73,completed,vetements
TXN000124,2024-01-06,USER0791,1062.02,completed,electronique
TXN000125,2024-02-20,USER0591,861.94,completed,electronique
TXN000126,2024-01-13,USER0655,1351.24,completed,vetements
TXN000127,2024-03-15,USER0376,670.11,completed,vetements
TXN000128,2024-02-02,USER0070,70.11,completed,electronique
TXN000129,2024-03-16,USER0584,946.25,completed,loisirs
TXN000130,2024-03-28,USER0240,1349.04,completed,vetements
TXN000131,2024-01-06,USER0204,1608.0,completed,alimentation
TXN000132,2024-02-03,USER0265,1847.76,completed,electronique
TXN000133,2024-03-26,USER0792,918.7,completed,loisirs
TXN000134,2024-02-13,USER0570,299.85,completed,alimentation
TXN000135,2024-03-23,USER0073,1599.96,completed,alimentation
TXN000136,2024-03-03,USER0152,379.67,completed,loisirs
TXN000137,2024-01-04,USER0513,1087.61,completed,transport
TXN000138,2024-02-01,USER0791,1845.48,completed,electronique
TXN000139,2024-02-25,USER0792,1485.7,completed,vetements
TXN000140,2024-03-04,USER0551,1831.73,completed,electronique
TXN000141,2024-03-02,USER0825,1683.75,completed,loisirs
TXN000142,2024-01-26,USER0504,1644.4,completed,electronique
TXN000143,2024-03-21,USER0063,853.84,completed,transport
TXN000144,2024-02-29,USER0765,853.51,completed,transport
TXN000145,2024-03-21,USER0268,1318.82,completed,alimentation
TXN000146,2024-02-07,USER0207,1073.24,completed,electronique
TXN000147,2024-03-14,USER0452,889.38,cancelled,loisirs
TXN000148,2024-02-08,USER0178,1320.96,pending,loisirs
TXN000149,2024-01-06,USER0566,916.31,completed,loisirs
TXN000150,2024-03-24,USER0923,1935.58,completed,electronique
TXN000151,2024-01-16,USER0903,804.63,completed,vetements
TXN000152,2024-02-02,USER0693,1747.45,completed,transport
TXN000153,2024-02-24,USER0969,233.13,completed,loisirs
TXN000154,2024-02-24,USER0243,810.78,completed,vetements
TXN000155,2024-01-16,USER0584,377.33,completed,alimentation
TXN000156,2024-01-20,USER0340,998.52,completed,alimentation
TXN000157,2024-02-02,USER0955,1404.46,completed,transport
TXN000158,2024-03-28,USER0723,555.91,completed,electronique
TXN000159,2024-01-02,USER0516,1509.59,completed,alimentation
TXN000160,2024-02-12,USER0967,705.51,completed,alimentation
TXN000161,2024-02-27,USER0392,1707.29,completed,vetements
TXN000162,2024-01-03,USER0773,1346.23,completed,transport
TXN000163,2024-03-19,USER0399,51.76,completed,alimentation
TXN000164,2024-01-28,USER0665,776.05,completed,alimentation
TXN000165,2024-03-19,USER0382,648.61,completed,transport
TXN000166,2024-02-04,USER0074,1849.7,completed,electronique
TXN000167,2024-02-19,USER0252,1656.35,completed,loisirs
TXN000168,2024-03-11,USER0830,550.6,completed,electronique
TXN000169,2024-01-19,USER0227,701.92,completed,vetements
TXN000170,2024-02-02,USER0651,1917.5,completed,vetements
TXN000171,2024-02-09,USER0046,893.81,completed,transport
TXN000172,2024-03-10,USER0329,842.51,completed,loisirs
TXN000173,2024-01-30,USER0120,1668.18,completed,electronique
TXN000174,2024-01-31,USER0715,225.19,completed,alimentation
TXN000175,2024-03-15,USER0315,1262.22,pending,transport
TXN000176,2024-01-01,USER0076,811.52,completed,loisirs
TXN000177,2024-03-31,USER0544,111.01,completed,electronique
TXN000178,2024-03-25,USER0562,259.74,completed,loisirs
TXN000179,2024-01-19,USER0155,1506.72,completed,electronique
TXN000180,2024-01-21,USER0626,1380.1,completed,loisirs
TXN000181,2024-03-31,USER0215,1516.33,completed,alimentation
TXN000182,2024-03-01,USER0642,593.85,completed,alimentation
TXN000183,2024-02-21,USER0721,697.4,completed,electronique
TXN000184,2024-01-03,USER0650,1621.5,completed,loisirs
TXN000185,2024-01-07,USER0431,888.34,completed,alimentation
TXN000186,2024-02-21,USER0496,1845.1,completed,transport
TXN000187,2024-02-20,USER0855,475.88,failed,electronique
TXN000188,2024-03-05,USER0594,693.49,completed,transport
TXN000189,2024-01-23,USER0030,1167.18,completed,vetements
TXN000190,2024-01-26,USER0660,1517.96,completed,loisirs
TXN000191,2024-02-16,USER0312,20.24,completed,loisirs
TXN000192,2024-01-09,USER0876,1217.99,failed,vetements
TXN000193,2024-03-23,USER0423,249.23,completed,loisirs
TXN000194,2024-02-22,USER0100,1334.59,completed,vetements
TXN000195,2024-02-07,USER0311,1633.15,completed,transport
TXN000196,2024-01-14,USER0357,1318.14,completed,electronique
TXN000197,2024-03-26,USER0014,648.58,completed,loisirs
TXN000198,2024-03-26,USER0353,184.84,completed,loisirs
TXN000199,2024-03-10,USER0081,1590.78,pending,alimentation
TXN000200,2024-02-11,USER0355,596.97,completed,transport
TXN000201,2024-02-09,USER0184,1485.38,completed,transport
TXN000202,2024-01-25,USER0308,55.2,completed,alimentation
TXN000203,2024-01-07,USER0918,1822.23,pending,alimentation
TXN000204,2024-01-04,USER0259,1594.96,completed,transport
TXN000205,2024-03-25,USER0305,1882.99,completed,transport
TXN000206,2024-03-03,USER0997,630.6,completed,alimentation
TXN000207,2024-03-06,USER0176,862.35,pending,transport
TXN000208,2024-01-24,USER0954,1573.0,completed,electronique
TXN000209,2024-03-07,USER0859,1126.84,pending,alimentation
TXN000210,2024-03-14,USER0601,51.11,completed,electronique
TXN000211,2024-03-02,USER0462,381.32,completed,vetements
TXN000212,2024-03-30,USER0558,197.54,completed,alimentation
TXN000213,2024-02-20,USER0215,1726.69,completed,vetements
TXN000214,2024-03-17,USER0856,1342.78,completed,electronique
TXN000215,2024-01-29,USER0584,190.02,completed,vetements
TXN000216,2024-01-12,USER0128,443.43,completed,loisirs
TXN000217,2024-01-15,USER0438,773.64,completed,electronique
TXN000218,2024-01-21,USER0688,1584.05,completed,loisirs
TXN000219,2024-01-16,USER0303,1287.78,completed,transport
TXN000220,2024-01-07,USER0572,1196.84,completed,vetements
TXN000221,2024-01-18,USER0773,265.6,completed,vetements
TXN000222,2024-02-27,USER0465,1733.54,completed,alimentation
TXN000223,2024-03-03,USER0969,350.77,completed,alimentation
TXN000224,2024-02-25,USER0279,228.39,completed,alimentation
TXN000225,2024-02-02,USER0506,1811.18,failed,electronique
TXN000226,2024-02-02,USER0511,1572.31,completed,transport
TXN000227,2024-03-13,USER0233,571.09,pending,transport
TXN000228,2024-02-08,USER0832,862.91,completed,vetements
TXN000229,2024-01-19,USER0197,1972.8,completed,transport
TXN000230,2024-02-17,USER0343,121.86,completed,transport
TXN000231,2024-02-25,USER0772,478.56,completed,electronique
TXN000232,2024-01-25,USER0458,162.89,completed,alimentation
TXN000233,2024-01-30,USER0567,735.49,pending,vetements
TXN000234,2024-02-05,USER0342,1464.1,completed,loisirs
TXN000235,2024-01-11,USER0876,579.67,completed,vetements
TXN000236,2024-02-02,USER0070,73.68,completed,electronique
TXN000237,2024-03-12,USER0135,1270.96,completed,vetements
TXN000238,2024-03-27,USER0333,1245.15,completed,loisirs
TXN000239,2024-01-17,USER0662,1050.72,completed,electronique
TXN000240,2024-01-21,USER0145,469.67,completed,electronique
TXN000241,2024-01-13,USER0633,792.8,completed,loisirs
TXN000242,2024-03-05,USER0828,1773.58,completed,electronique
TXN000243,2024-02-12,USER0451,981.25,completed,electronique
TXN000244,2024-02-22,USER0419,805.09,completed,electronique
TXN000245,2024-03-17,USER0075,1890.78,completed,vetements
TXN000246,2024-01-08,USER0621,1608.32,completed,vetements
TXN000247,2024-01-09,USER0230,1127.7,completed,electronique
TXN000248,2024-01-17,USER0895,670.97,completed,alimentation
TXN000249,2024-02-09,USER0011,1045.56,completed,electronique
TXN000250,2024-02-24,USER0604,1212.58,completed,vetements
TXN000251,2024-01-05,USER0403,417.83,completed,vetements
TXN000252,2024-03-21,USER0107,1991.62,completed,vetements
TXN000253,2024-03-16,USER0113,1438.01,completed,alimentation
TXN000254,2024-02-26,USER0633,303.09,completed,vetements
TXN000255,2024-01-23,USER0469,993.09,completed,electronique
TXN000256,2024-01-10,USER0654,325.93,completed,alimentation
TXN000257,2024-03-02,USER0959,1304.24,completed,loisirs
TXN000258,2024-03-20,USER0065,1404.53,completed,transport
TXN000259,2024-03-02,USER0576,1791.9,completed,transport
TXN000260,2024-02-18,USER0498,511.31,completed,vetements
TXN000261,2024-02-29,USER0734,1306.35,completed,alimentation
TXN000262,2024-02-11,USER0265,1061.55,completed,transport
TXN000263,2024-03-17,USER0385,1215.96,failed,alimentation
TXN000264,2024-03-10,USER0974,1734.4,completed,electronique
TXN000265,2024-01-13,USER0835,1190.89,completed,vetements
TXN000266,2024-03-10,USER0901,363.76,completed,loisirs
TXN000267,2024-03-17,USER0158,135.45,completed,transport
TXN000268,2024-03-23,USER0652,206.93,completed,transport
TXN000269,2024-03-15,USER0029,430.02,completed,loisirs
TXN000270,2024-01-12,USER0247,1760.25,completed,transport
TXN000271,2024-02-26,USER0004,101.19,failed,transport
TXN000272,2024-01-10,USER0687,646.69,completed,transport
TXN000273,2024-03-07,USER0155,251.96,failed,alimentation
TXN000274,2024-03-15,USER0041,227.7,completed,transport
TXN000275,2024-03-09,USER0359,1250.38,completed,electronique
TXN000276,2024-01-15,USER0279,1365.65,completed,alimentation
TXN000277,2024-02-18,USER0969,1234.33,cancelled,electronique
TXN000278,2024-03-26,USER0228,1557.48,completed,vetements
TXN000279,2024-01-13,USER0504,67.46,completed,electronique
TXN000280,2024-01-28,USER0964,287.47,completed,loisirs
TXN000281,2024-02-23,USER0467,990.2,completed,electronique
TXN000282,2024-03-04,USER0364,270.67,failed,loisirs
TXN000283,2024-03-16,USER0199,975.4,completed,electronique
TXN000284,2024-02-11,USER0755,605.48,completed,vetements
TXN000285,2024-02-13,USER0222,1003.99,completed,electronique
TXN000286,2024-03-17,USER0117,484.9,completed,electronique
TXN000287,2024-02-10,USER0780,1235.15,completed,loisirs
TXN000288,2024-02-08,USER0373,1467.14,completed,alimentation
TXN000289,2024-03-17,USER0742,208.6,completed,alimentation
TXN000290,2024-01-13,USER0354,810.86,completed,loisirs
TXN000291,2024-01-15,USER0990,1301.01,completed,transport
TXN000292,2024-03-09,USER0597,925.45,completed,alimentation
TXN000293,2024-03-23,USER0687,1941.4,completed,transport
TXN000294,2024-03-27,USER0196,522.62,completed,transport
TXN000295,2024-02-01,USER0690,457.73,completed,vetements
TXN000296,2024-03-28,USER0797,1045.0,completed,vetements
TXN000297,2024-03-20,USER0046,752.11,completed,vetements
TXN000298,2024-03-22,USER0274,1418.14,completed,transport
TXN000299,2024-02-05,USER0445,1811.49,pending,transport
TXN000300,2024-02-04,USER0914,718.76,completed,transport
TXN000301,2024-01-07,USER0995,871.83,completed,vetements
TXN000302,2024-03-19,USER0965,1491.75,completed,transport
TXN000303,2024-01-08,USER0223,1018.17,cancelled,alimentation
TXN000304,2024-03-28,USER0760,177.6,completed,transport
TXN000305,2024-02-06,USER0368,314.12,completed,loisirs
TXN000306,2024-01-21,USER0889,505.77,completed,transport
TXN000307,2024-03-27,USER0883,1547.7,completed,alimentation
TXN000308,2024-02-29,USER0387,1500.77,completed,transport
TXN000309,2024-02-28,USER0871,1749.74,completed,electronique
TXN000310,2024-01-24,USER0752,1407.24,completed,electronique
TXN000311,2024-02-01,USER0256,866.62,completed,transport
TXN000312,2024-03-27,USER0070,1364.63,completed,loisirs
TXN000313,2024-01-12,USER0011,847.12,completed,alimentation
TXN000314,2024-02-09,USER0758,776.43,completed,transport
TXN000315,2024-02-01,USER0066,1657.84,completed,electronique
TXN000316,2024-01-15,USER0253,1533.06,completed,electronique
TXN000317,2024-01-28,USER0738,1409.93,completed,loisirs
TXN000318,2024-01-23,USER0844,1300.26,completed,alimentation
TXN000319,2024-01-03,USER0721,538.48,completed,vetements
TXN000320,2024-01-20,USER0744,791.98,completed,electronique
TXN000321,2024-02-03,USER0830,1739.32,completed,electronique
TXN000322,2024-01-02,USER0055,137.38,completed,alimentation
TXN000323,2024-03-29,USER0926,491.98,completed,vetements
TXN000324,2024-03-31,USER0796,1860.47,completed,vetements
TXN000325,2024-03-15,USER0888,834.39,completed,alimentation
TXN000326,2024-01-27,USER0909,1589.38,failed,loisirs
TXN000327,2024-03-11,USER0163,1273.89,completed,alimentation
TXN000328,2024-03-20,USER0291,1501.8,completed,vetements
TXN000329,2024-01-16,USER0425,507.03,completed,vetements
TXN000330,2024-02-10,USER0687,959.36,failed,alimentation
TXN000331,2024-03-02,USER0244,1065.36,completed,vetements
TXN000332,2024-03-04,USER0134,1460.33,completed,loisirs
TXN000333,2024-03-25,USER0098,95.89,completed,electronique
TXN000334,2024-03-16,USER0717,1681.2,completed,alimentation
TXN000335,2024-01-02,USER0419,857.59,failed,electronique
TXN000336,2024-03-21,USER0039,1679.47,completed,loisirs
TXN000337,2024-03-25,USER0588,269.77,completed,vetements
TXN000338,2024-02-02,USER0668,216.48,completed,vetements
TXN000339,2024-02-07,USER0901,408.99,completed,transport
TXN000340,2024-01-20,USER0106,489.12,completed,loisirs
TXN000341,2024-02-23,USER0366,1578.49,completed,transport
TXN000342,2024-02-10,USER0880,1892.12,completed,vetements
TXN000343,2024-02-05,USER0547,1843.39,completed,transport
TXN000344,2024-03-28,USER0934,1319.97,completed,transport
TXN000345,2024-02-03,USER0931,1113.29,completed,vetements
TXN000346,2024-02-15,USER0635,60.48,completed,transport
TXN000347,2024-02-25,USER0603,1107.58,completed,vetements
TXN000348,2024-03-05,USER0786,475.32,completed,loisirs
TXN000349,2024-02-01,USER0511,192.21,completed,electronique
TXN000350,2024-01-08,USER0227,1010.86,completed,vetements
TXN000351,2024-03-18,USER0359,1802.91,completed,transport
TXN000352,2024-01-29,USER0387,1217.87,completed,loisirs
TXN000353,2024-01-29,USER0518,1767.41,completed,electronique
TXN000354,2024-03-16,USER0596,1690.51,completed,transport
TXN000355,2024-02-28,USER0460,1421.57,completed,loisirs
TXN000356,2024-01-02,USER0650,1295.1,completed,alimentation
TXN000357,2024-03-01,USER0099,515.19,pending,vetements
TXN000358,2024-02-29,USER0103,893.27,completed,vetements
TXN000359,2024-02-06,USER0500,1811.22,completed,vetements
TXN000360,2024-02-02,USER0421,770.11,completed,loisirs
TXN000361,2024-01-15,USER0837,607.17,failed,alimentation
TXN000362,2024-03-16,USER0160,1705.23,completed,vetements
TXN000363,2024-03-24,USER0644,1672.5,completed,loisirs
TXN000364,2024-02-06,USER0914,1440.48,completed,electronique
TXN000365,2024-03-12,USER0189,579.38,completed,loisirs
TXN000366,2024-02-20,USER0764,822.39,completed,alimentation
TXN000367,2024-01-08,USER0229,1532.4,cancelled,vetements
TXN000368,2024-01-01,USER0830,1790.57,completed,transport
TXN000369,2024-01-11,USER0668,1825.04,completed,alimentation
TXN000370,2024-03-18,USER0145,581.12,completed,loisirs
TXN000371,2024-02-22,USER0229,1204.13,pending,loisirs
TXN000372,2024-01-11,USER0717,681.5,completed,loisirs
TXN000373,2024-03-25,USER0568,1395.03,completed,loisirs
TXN000374,2024-01-25,USER0119,186.86,failed,alimentation
TXN000375,2024-02-24,USER0169,1682.0,completed,transport
TXN000376,2024-02-08,USER0325,237.04,completed,loisirs
TXN000377,2024-03-21,USER0999,383.26,completed,loisirs
TXN000378,2024-01-13,USER0280,1690.06,failed,electronique
TXN000379,2024-02-13,USER0056,136.5,completed,vetements
TXN000380,2024-03-06,USER0716,1518.05,completed,transport
TXN000381,2024-03-28,USER0072,1631.53,completed,transport
TXN000382,2024-01-04,USER0666,344.97,completed,vetements
TXN000383,2024-01-06,USER0402,930.62,completed,vetements
TXN000384,2024-02-02,USER0812,1985.95,pending,loisirs
TXN000385,2024-03-08,USER1000,184.24,pending,loisirs
TXN000386,2024-03-02,USER0604,1131.86,completed,vetements
TXN000387,2024-01-01,USER0702,1892.72,completed,alimentation
TXN000388,2024-02-13,USER0848,1794.64,completed,electronique
TXN000389,2024-01-25,USER0114,870.48,completed,loisirs
TXN000390,2024-03-22,USER0972,516.1,completed,loisirs
TXN000391,2024-01-25,USER0887,1901.79,completed,alimentation
TXN000392,2024-03-15,USER0653,521.79,completed,vetements
TXN000393,2024-03-15,USER0075,365.84,completed,vetements
TXN000394,2024-01-29,USER0512,917.06,completed,vetements
TXN000395,2024-03-16,USER0547,940.28,completed,transport
TXN000396,2024-01-03,USER0345,1024.4,completed,transport
TXN000397,2024-01-06,USER0266,172.44,pending,alimentation
TXN000398,2024-03-28,USER0643,94.76,completed,vetements
TXN000399,2024-02-19,USER0639,1873.08,completed,transport
TXN000400,2024-01-28,USER0437,715.11,pending,electronique
TXN000401,2024-01-30,USER0351,441.21,completed,alimentation
TXN000402,2024-01-11,USER0423,1223.59,pending,vetements
TXN000403,2024-02-25,USER0621,1470.94,completed,loisirs
TXN000404,2024-03-27,USER0202,750.15,completed,transport
TXN000405,2024-02-07,USER0239,783.03,completed,alimentation
TXN000406,2024-01-03,USER0877,714.64,completed,vetements
TXN000407,2024-03-14,USER0166,1309.76,pending,alimentation
TXN000408,2024-02-01,USER0259,1779.33,completed,electronique
TXN000409,2024-03-14,USER0482,720.52,completed,transport
TXN000410,2024-02-02,USER0494,795.95,completed,alimentation
TXN000411,2024-01-12,USER0906,1009.98,completed,vetements
TXN000412,2024-01-04,USER0609,124.77,failed,electronique
TXN000413,2024-03-05,USER0500,21.82,completed,alimentation
TXN000414,2024-01-23,USER0015,1344.39,completed,alimentation
TXN000415,2024-02-13,USER0582,997.3,completed,transport
TXN000416,2024-03-03,USER0779,1915.94,completed,vetements
TXN000417,2024-03-15,USER0441,743.81,completed,alimentation
TXN000418,2024-02-03,USER0109,1748.83,failed,alimentation
TXN000419,2024-02-05,USER0838,154.85,pending,alimentation
TXN000420,2024-01-18,USER0139,1785.16,completed,loisirs
TXN000421,2024-03-23,USER0693,581.59,completed,loisirs
TXN000422,2024-01-18,USER0791,917.32,completed,alimentation
TXN000423,2024-01-04,USER0282,390.27,completed,vetements
TXN000424,2024-02-07,USER0450,1803.16,completed,alimentation
TXN000425,2024-01-25,USER0009,417.89,completed,alimentation
TXN000426,2024-01-12,USER0239,1693.19,completed,vetements
TXN000427,2024-03-24,USER0545,330.24,completed,alimentation
TXN000428,2024-02-19,USER0293,544.45,failed,loisirs
TXN000429,2024-03-11,USER0184,1370.58,completed,transport
TXN000430,2024-02-24,USER0548,282.64,completed,transport
TXN000431,2024-01-30,USER0293,1719.26,failed,vetements
TXN000432,2024-03-26,USER0697,679.34,completed,transport
TXN000433,2024-01-12,USER0940,1718.11,completed,alimentation
TXN000434,2024-02-14,USER0380,1764.23,failed,transport
TXN000435,2024-03-02,USER0477,1096.8,completed,electronique
TXN000436,2024-03-31,USER0264,337.04,completed,electronique
TXN000437,2024-03-09,USER0219,68.61,failed,electronique
TXN000438,2024-02-03,USER0695,643.29,completed,transport
TXN000439,2024-03-18,USER0076,1043.73,completed,vetements
TXN000440,2024-02-23,USER0589,1837.83,completed,alimentation
TXN000441,2024-01-22,USER0278,561.75,completed,vetements
TXN000442,2024-03-01,USER0203,1150.43,failed,alimentation
TXN000443,2024-02-09,USER0657,188.98,completed,loisirs
TXN000444,2024-01-13,USER0689,1492.78,completed,alimentation
TXN000445,2024-02-21,USER0579,1268.29,completed,vetements
TXN000446,2024-03-26,USER0063,492.45,completed,vetements
TXN000447,2024-03-17,USER0883,794.71,completed,electronique
TXN000448,2024-03-11,USER0167,459.26,cancelled,loisirs
TXN000449,2024-02-02,USER0243,607.99,completed,alimentation
TXN000450,2024-03-25,USER0528,1846.66,completed,vetements
TXN000451,2024-03-21,USER0782,680.68,completed,alimentation
TXN000452,2024-03-29,USER0158,647.05,completed,electronique
TXN000453,2024-03-08,USER0379,1784.29,completed,transport
TXN000454,2024-01-14,USER0659,220.28,completed,vetements
TXN000455,2024-01-23,USER0879,1639.25,completed,transport
TXN000456,2024-02-07,USER0174,796.61,completed,electronique
TXN000457,2024-02-01,USER0831,1134.91,completed,electronique
TXN000458,2024-01-31,USER0996,108.13,completed,transport
TXN000459,2024-01-07,USER0179,367.62,failed,loisirs
TXN000460,2024-03-25,USER0936,1880.87,failed,transport
TXN000461,2024-02-24,USER0278,796.74,completed,loisirs
TXN000462,2024-02-27,USER0672,166.01,completed,electronique
TXN000463,2024-02-15,USER0585,912.7,pending,loisirs
TXN000464,2024-01-25,USER0328,153.51,completed,electronique
TXN000465,2024-01-29,USER0240,542.59,completed,alimentation
TXN000466,2024-03-25,USER0443,1245.43,completed,vetements
TXN000467,2024-03-20,USER0957,1773.71,completed,electronique
TXN000468,2024-02-23,USER0351,411.06,completed,loisirs
TXN000469,2024-02-27,USER0372,1889.25,completed,alimentation
